id,emoji,codepoints,name_en,name_ja,en_flag,importance,category,category_ja,subcategory,subcategory_ja,unicode_version,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,meaning_ja,usage_ja,impression_ja,class_ja,hidden_variant,variant_kind
2771,🍆,1F346,eggplant,ナス,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,0.6,2771,independent,independent,1,eggplant,野菜;食材;ナス,緑;形;紫;長い,料理;買い物;自炊;食事;和食;夏野菜,健康;栄養;旬,新鮮,食べる;調理する,,野菜;食材;ナス;緑;形;紫;長い;料理;買い物;自炊;食事;和食;夏野菜;健康;栄養;旬;新鮮;食べる;調理する,野菜;食材;ナス;健康;栄養;旬,料理;買い物;自炊;食事;和食;夏野菜;食べる;調理する,緑;形;紫;長い;新鮮,食べ物と飲み物;野菜,,
2772,🥔,1F954,potato,ジャガイモ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,3,2772,independent,independent,1,potato,野菜;食材;ジャガイモ,緑;形;茶色;丸い,料理;買い物;自炊;食事;カレー;煮物,健康;栄養;主食,新鮮;ほくほく,食べる;調理する,,野菜;食材;ジャガイモ;緑;形;茶色;丸い;料理;買い物;自炊;食事;カレー;煮物;健康;栄養;主食;新鮮;ほくほく;食べる;調理する,野菜;食材;ジャガイモ;健康;栄養;主食,料理;買い物;自炊;食事;カレー;煮物;食べる;調理する,緑;形;茶色;丸い;新鮮;ほくほく,食べ物と飲み物;野菜,,
2773,🥕,1F955,carrot,人参,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,3,2773,independent,independent,1,carrot,野菜;食材;人参;ニンジン,緑;形;オレンジ;細長い,料理;買い物;自炊;食事;カレー;サラダ,健康;栄養,新鮮;甘い,食べる;調理する,,野菜;食材;人参;ニンジン;緑;形;オレンジ;細長い;料理;買い物;自炊;食事;カレー;サラダ;健康;栄養;新鮮;甘い;食べる;調理する,野菜;食材;人参;ニンジン;健康;栄養,料理;買い物;自炊;食事;カレー;サラダ;食べる;調理する,緑;形;オレンジ;細長い;新鮮;甘い,食べ物と飲み物;野菜,,
2774,🌽,1F33D,ear of corn,とうもろこし,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,0.6,2774,independent,independent,1,ear of corn,野菜;食材;とうもろこし,緑;形;黄色;粒,料理;買い物;自炊;食事;夏;屋台,健康;栄養;収穫,新鮮;甘い,食べる;調理する;焼く,,野菜;食材;とうもろこし;緑;形;黄色;粒;料理;買い物;自炊;食事;夏;屋台;健康;栄養;収穫;新鮮;甘い;食べる;調理する;焼く,野菜;食材;とうもろこし;健康;栄養;収穫,料理;買い物;自炊;食事;夏;屋台;食べる;調理する;焼く,緑;形;黄色;粒;新鮮;甘い,食べ物と飲み物;野菜,,
2775,🌶️,1F336;FE0F,hot pepper,唐辛子,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,0.7,2775,independent,independent,1,hot pepper,野菜;食材;唐辛子;ピーマン,緑;形;赤,料理;買い物;自炊;食事;辛いもの,健康;栄養;辛味;刺激,新鮮;辛い,食べる;調理する,,野菜;食材;唐辛子;ピーマン;緑;形;赤;料理;買い物;自炊;食事;辛いもの;健康;栄養;辛味;刺激;新鮮;辛い;食べる;調理する,野菜;食材;唐辛子;ピーマン;健康;栄養;辛味;刺激,料理;買い物;自炊;食事;辛いもの;食べる;調理する,緑;形;赤;新鮮;辛い,食べ物と飲み物;野菜,,
2776,🫑,1FAD1,bell pepper,ピーマン,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,13,2776,independent,independent,1,bell pepper,野菜;食材;ピーマン;唐辛子,緑;形;赤,料理;買い物;自炊;食事;辛いもの,健康;栄養;辛味;刺激,新鮮;辛い,食べる;調理する,,野菜;食材;ピーマン;唐辛子;緑;形;赤;料理;買い物;自炊;食事;辛いもの;健康;栄養;辛味;刺激;新鮮;辛い;食べる;調理する,野菜;食材;ピーマン;唐辛子;健康;栄養;辛味;刺激,料理;買い物;自炊;食事;辛いもの;食べる;調理する,緑;形;赤;新鮮;辛い,食べ物と飲み物;野菜,,
2777,🥒,1F952,cucumber,キュウリ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,3,2777,independent,independent,1,cucumber,野菜;食材;キュウリ,緑;形;細長い,料理;買い物;自炊;食事;サラダ;夏,健康;栄養;水分,新鮮;さっぱり,食べる;調理する,,野菜;食材;キュウリ;緑;形;細長い;料理;買い物;自炊;食事;サラダ;夏;健康;栄養;水分;新鮮;さっぱり;食べる;調理する,野菜;食材;キュウリ;健康;栄養;水分,料理;買い物;自炊;食事;サラダ;夏;食べる;調理する,緑;形;細長い;新鮮;さっぱり,食べ物と飲み物;野菜,,
2778,🥬,1F96C,leafy green,葉野菜,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,11,2778,independent,independent,1,leafy green,野菜;食材;葉野菜,緑;形;葉,料理;買い物;自炊;食事;サラダ;鍋,健康;栄養,新鮮,食べる;調理する,,野菜;食材;葉野菜;緑;形;葉;料理;買い物;自炊;食事;サラダ;鍋;健康;栄養;新鮮;食べる;調理する,野菜;食材;葉野菜;健康;栄養,料理;買い物;自炊;食事;サラダ;鍋;食べる;調理する,緑;形;葉;新鮮,食べ物と飲み物;野菜,,
2779,🥦,1F966,broccoli,ブロッコリー,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,5,2779,independent,independent,1,broccoli,野菜;食材;ブロッコリー,緑;形;房,料理;買い物;自炊;食事;弁当;サラダ,健康;栄養,新鮮,食べる;調理する,,野菜;食材;ブロッコリー;緑;形;房;料理;買い物;自炊;食事;弁当;サラダ;健康;栄養;新鮮;食べる;調理する,野菜;食材;ブロッコリー;健康;栄養,料理;買い物;自炊;食事;弁当;サラダ;食べる;調理する,緑;形;房;新鮮,食べ物と飲み物;野菜,,
2780,🧄,1F9C4,garlic,ニンニク,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,12,2780,independent,independent,1,garlic,野菜;食材;ニンニク,緑;形;白;房,料理;買い物;自炊;食事;スタミナ,健康;栄養;香り,新鮮;強い,食べる;調理する;炒める,,野菜;食材;ニンニク;緑;形;白;房;料理;買い物;自炊;食事;スタミナ;健康;栄養;香り;新鮮;強い;食べる;調理する;炒める,野菜;食材;ニンニク;健康;栄養;香り,料理;買い物;自炊;食事;スタミナ;食べる;調理する;炒める,緑;形;白;房;新鮮;強い,食べ物と飲み物;野菜,,
2781,🧅,1F9C5,onion,タマネギ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,12,2781,independent,independent,1,onion,野菜;食材;タマネギ,緑;形;茶色;丸い,料理;買い物;自炊;食事;カレー;炒め物,健康;栄養;香味,新鮮;甘い,食べる;調理する;刻む,,野菜;食材;タマネギ;緑;形;茶色;丸い;料理;買い物;自炊;食事;カレー;炒め物;健康;栄養;香味;新鮮;甘い;食べる;調理する;刻む,野菜;食材;タマネギ;健康;栄養;香味,料理;買い物;自炊;食事;カレー;炒め物;食べる;調理する;刻む,緑;形;茶色;丸い;新鮮;甘い,食べ物と飲み物;野菜,,
2782,🥜,1F95C,peanuts,ピーナッツ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,3,2782,independent,independent,1,peanuts,野菜;食材;ピーナッツ,緑;形;茶色;殻,料理;買い物;自炊;食事;おつまみ;おやつ,健康;栄養;ナッツ,新鮮;香ばしい,食べる;調理する,,野菜;食材;ピーナッツ;緑;形;茶色;殻;料理;買い物;自炊;食事;おつまみ;おやつ;健康;栄養;ナッツ;新鮮;香ばしい;食べる;調理する,野菜;食材;ピーナッツ;健康;栄養;ナッツ,料理;買い物;自炊;食事;おつまみ;おやつ;食べる;調理する,緑;形;茶色;殻;新鮮;香ばしい,食べ物と飲み物;野菜,,
2783,🫘,1FAD8,beans,豆,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,14,2783,independent,independent,1,beans,野菜;食材;豆,緑;形;小さい;粒,料理;買い物;自炊;食事;煮物;健康,健康;栄養;たんぱく質,新鮮;素朴,食べる;調理する,,野菜;食材;豆;緑;形;小さい;粒;料理;買い物;自炊;食事;煮物;健康;栄養;たんぱく質;新鮮;素朴;食べる;調理する,野菜;食材;豆;健康;栄養;たんぱく質,料理;買い物;自炊;食事;煮物;健康;食べる;調理する,緑;形;小さい;粒;新鮮;素朴,食べ物と飲み物;野菜,,
2784,🌰,1F330,chestnut,くり,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,0.6,2784,independent,independent,1,chestnut,野菜;食材;くり;栗,緑;形;茶色;とげ,料理;買い物;自炊;食事;秋;和菓子,健康;栄養;季節,新鮮;ほくほく,食べる;調理する,,野菜;食材;くり;栗;緑;形;茶色;とげ;料理;買い物;自炊;食事;秋;和菓子;健康;栄養;季節;新鮮;ほくほく;食べる;調理する,野菜;食材;くり;栗;健康;栄養;季節,料理;買い物;自炊;食事;秋;和菓子;食べる;調理する,緑;形;茶色;とげ;新鮮;ほくほく,食べ物と飲み物;野菜,,
2785,🫚,1FADA,ginger root,ショウガ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,15,2785,independent,independent,1,ginger root,野菜;食材;ショウガ,緑;形;茶色;根,料理;買い物;自炊;食事;薬味,健康;栄養;温まる,新鮮;辛い,食べる;調理する,,野菜;食材;ショウガ;緑;形;茶色;根;料理;買い物;自炊;食事;薬味;健康;栄養;温まる;新鮮;辛い;食べる;調理する,野菜;食材;ショウガ;健康;栄養;温まる,料理;買い物;自炊;食事;薬味;食べる;調理する,緑;形;茶色;根;新鮮;辛い,食べ物と飲み物;野菜,,
2786,🫛,1FADB,pea pod,エンドウ豆,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,15,2786,independent,independent,1,pea pod,野菜;食材;エンドウ豆,緑;形,料理;買い物;自炊;食事,健康;栄養,新鮮,食べる;調理する,,野菜;食材;エンドウ豆;緑;形;料理;買い物;自炊;食事;健康;栄養;新鮮;食べる;調理する,野菜;食材;エンドウ豆;健康;栄養,料理;買い物;自炊;食事;食べる;調理する,緑;形;新鮮,食べ物と飲み物;野菜,,
2787,🍄‍🟫,1F344;200D;1F7EB,brown mushroom,きのこ,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,15.1,2787,independent,independent,1,brown mushroom,野菜;食材;きのこ,緑;形;茶色;傘,料理;買い物;自炊;食事;秋,健康;栄養;森,新鮮;香り,食べる;調理する,,野菜;食材;きのこ;緑;形;茶色;傘;料理;買い物;自炊;食事;秋;健康;栄養;森;新鮮;香り;食べる;調理する,野菜;食材;きのこ;健康;栄養;森,料理;買い物;自炊;食事;秋;食べる;調理する,緑;形;茶色;傘;新鮮;香り,食べ物と飲み物;野菜,,
2788,🫜,1FADC,root vegetable,根菜,,2,Food & Drink,食べ物と飲み物,food-vegetable,野菜,16,2788,independent,independent,1,root vegetable,野菜;食材;根菜,緑;形,料理;買い物;自炊;食事,健康;栄養,新鮮,食べる;調理する,,野菜;食材;根菜;緑;形;料理;買い物;自炊;食事;健康;栄養;新鮮;食べる;調理する,野菜;食材;根菜;健康;栄養,料理;買い物;自炊;食事;食べる;調理する,緑;形;新鮮,食べ物と飲み物;野菜,,
2789,🍞,1F35E,bread,食パン,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2789,independent,independent,1,bread,料理;食べ物;食パン;パン,皿;焼き色;四角,食事;昼食;夕食;外食;朝食;カフェ,ごはん;満腹;主食,おいしい;香ばしい,食べる;焼く,,料理;食べ物;食パン;パン;皿;焼き色;四角;食事;昼食;夕食;外食;朝食;カフェ;ごはん;満腹;主食;おいしい;香ばしい;食べる;焼く,料理;食べ物;食パン;パン;ごはん;満腹;主食,食事;昼食;夕食;外食;朝食;カフェ;食べる;焼く,皿;焼き色;四角;おいしい;香ばしい,食べ物と飲み物;料理,,
2790,🥐,1F950,croissant,クロワッサン,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2790,independent,independent,1,croissant,料理;食べ物;クロワッサン,皿;焼き色;三日月形,食事;昼食;夕食;外食;朝食;カフェ,ごはん;満腹;フランス,おいしい;香ばしい,食べる,,料理;食べ物;クロワッサン;皿;焼き色;三日月形;食事;昼食;夕食;外食;朝食;カフェ;ごはん;満腹;フランス;おいしい;香ばしい;食べる,料理;食べ物;クロワッサン;ごはん;満腹;フランス,食事;昼食;夕食;外食;朝食;カフェ;食べる,皿;焼き色;三日月形;おいしい;香ばしい,食べ物と飲み物;料理,,
2791,🥖,1F956,baguette bread,バゲット,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2791,independent,independent,1,baguette bread,料理;食べ物;バゲット;パン;食パン;フランスパン,皿;焼き色;四角;長い,食事;昼食;夕食;外食;朝食;カフェ;パン屋,ごはん;満腹;主食;フランス,おいしい;香ばしい,食べる;焼く,,料理;食べ物;バゲット;パン;食パン;フランスパン;皿;焼き色;四角;長い;食事;昼食;夕食;外食;朝食;カフェ;パン屋;ごはん;満腹;主食;フランス;おいしい;香ばしい;食べる;焼く,料理;食べ物;バゲット;パン;食パン;フランスパン;ごはん;満腹;主食;フランス,食事;昼食;夕食;外食;朝食;カフェ;パン屋;食べる;焼く,皿;焼き色;四角;長い;おいしい;香ばしい,食べ物と飲み物;料理,,
2792,🫓,1FAD3,flatbread,フラットブレッド,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,13,2792,independent,independent,1,flatbread,料理;食べ物;フラットブレッド,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;フラットブレッド;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;フラットブレッド;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2793,🥨,1F968,pretzel,プレッツェル,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,5,2793,independent,independent,1,pretzel,料理;食べ物;プレッツェル,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;プレッツェル;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;プレッツェル;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2794,🥯,1F96F,bagel,ベーグル,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,11,2794,independent,independent,1,bagel,料理;食べ物;ベーグル,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;ベーグル;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;ベーグル;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2795,🥞,1F95E,pancakes,パンケーキ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2795,independent,independent,1,pancakes,料理;食べ物;パンケーキ,皿;焼き色;丸い;重なる,食事;昼食;夕食;外食;朝食;カフェ,ごはん;満腹;甘い,おいしい;ふわふわ,食べる,,料理;食べ物;パンケーキ;皿;焼き色;丸い;重なる;食事;昼食;夕食;外食;朝食;カフェ;ごはん;満腹;甘い;おいしい;ふわふわ;食べる,料理;食べ物;パンケーキ;ごはん;満腹;甘い,食事;昼食;夕食;外食;朝食;カフェ;食べる,皿;焼き色;丸い;重なる;おいしい;ふわふわ,食べ物と飲み物;料理,,
2796,🧇,1F9C7,waffle,ワッフル,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,12,2796,independent,independent,1,waffle,料理;食べ物;ワッフル,皿;焼き色;格子,食事;昼食;夕食;外食;カフェ;おやつ,ごはん;満腹;甘い,おいしい;サクサク,食べる,,料理;食べ物;ワッフル;皿;焼き色;格子;食事;昼食;夕食;外食;カフェ;おやつ;ごはん;満腹;甘い;おいしい;サクサク;食べる,料理;食べ物;ワッフル;ごはん;満腹;甘い,食事;昼食;夕食;外食;カフェ;おやつ;食べる,皿;焼き色;格子;おいしい;サクサク,食べ物と飲み物;料理,,
2797,🧀,1F9C0,cheese wedge,チーズ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,1,2797,independent,independent,1,cheese wedge,料理;食べ物;チーズ,皿;焼き色;黄色;三角,食事;昼食;夕食;外食;ワイン;料理,ごはん;満腹;発酵,おいしい;濃厚,食べる,,料理;食べ物;チーズ;皿;焼き色;黄色;三角;食事;昼食;夕食;外食;ワイン;ごはん;満腹;発酵;おいしい;濃厚;食べる,料理;食べ物;チーズ;ごはん;満腹;発酵,食事;昼食;夕食;外食;ワイン;料理;食べる,皿;焼き色;黄色;三角;おいしい;濃厚,食べ物と飲み物;料理,,
2798,🍖,1F356,meat on bone,骨付き肉,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2798,independent,independent,1,meat on bone,料理;食べ物;骨付き肉;肉,皿;焼き色;茶色;骨,食事;昼食;夕食;外食;焼肉;バーベキュー,ごはん;満腹;スタミナ,おいしい,食べる;焼く,,料理;食べ物;骨付き肉;肉;皿;焼き色;茶色;骨;食事;昼食;夕食;外食;焼肉;バーベキュー;ごはん;満腹;スタミナ;おいしい;食べる;焼く,料理;食べ物;骨付き肉;肉;ごはん;満腹;スタミナ,食事;昼食;夕食;外食;焼肉;バーベキュー;食べる;焼く,皿;焼き色;茶色;骨;おいしい,食べ物と飲み物;料理,,
2799,🍗,1F357,poultry leg,鶏もも肉,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2799,independent,independent,1,poultry leg,料理;食べ物;鶏もも肉,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;鶏もも肉;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;鶏もも肉;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2800,🥩,1F969,cut of meat,ステーキ肉,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,5,2800,independent,independent,1,cut of meat,料理;食べ物;ステーキ肉;肉,皿;焼き色;茶色;骨,食事;昼食;夕食;外食;焼肉;バーベキュー,ごはん;満腹;スタミナ,おいしい,食べる;焼く,,料理;食べ物;ステーキ肉;肉;皿;焼き色;茶色;骨;食事;昼食;夕食;外食;焼肉;バーベキュー;ごはん;満腹;スタミナ;おいしい;食べる;焼く,料理;食べ物;ステーキ肉;肉;ごはん;満腹;スタミナ,食事;昼食;夕食;外食;焼肉;バーベキュー;食べる;焼く,皿;焼き色;茶色;骨;おいしい,食べ物と飲み物;料理,,
2801,🥓,1F953,bacon,ベーコン,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2801,independent,independent,1,bacon,料理;食べ物;ベーコン,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;ベーコン;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;ベーコン;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2802,🍔,1F354,hamburger,ハンバーガー,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2802,independent,independent,1,hamburger,料理;食べ物;ハンバーガー,皿;焼き色;丸い;パン,食事;昼食;夕食;外食;ファストフード,ごはん;満腹;アメリカ,おいしい,食べる,,料理;食べ物;ハンバーガー;皿;焼き色;丸い;パン;食事;昼食;夕食;外食;ファストフード;ごはん;満腹;アメリカ;おいしい;食べる,料理;食べ物;ハンバーガー;ごはん;満腹;アメリカ,食事;昼食;夕食;外食;ファストフード;食べる,皿;焼き色;丸い;パン;おいしい,食べ物と飲み物;料理,,
2803,🍟,1F35F,french fries,フライドポテト,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2803,independent,independent,1,french fries,料理;食べ物;フライドポテト,皿;焼き色;黄色;細い,食事;昼食;夕食;外食;ファストフード;映画,ごはん;満腹;ジャンクフード,おいしい,食べる,,料理;食べ物;フライドポテト;皿;焼き色;黄色;細い;食事;昼食;夕食;外食;ファストフード;映画;ごはん;満腹;ジャンクフード;おいしい;食べる,料理;食べ物;フライドポテト;ごはん;満腹;ジャンクフード,食事;昼食;夕食;外食;ファストフード;映画;食べる,皿;焼き色;黄色;細い;おいしい,食べ物と飲み物;料理,,
2804,🍕,1F355,pizza,ピザ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2804,independent,independent,1,pizza,料理;食べ物;ピザ,皿;焼き色;三角;チーズ,食事;昼食;夕食;外食;パーティー;宅配,ごはん;満腹;イタリア,おいしい,食べる,,料理;食べ物;ピザ;皿;焼き色;三角;チーズ;食事;昼食;夕食;外食;パーティー;宅配;ごはん;満腹;イタリア;おいしい;食べる,料理;食べ物;ピザ;ごはん;満腹;イタリア,食事;昼食;夕食;外食;パーティー;宅配;食べる,皿;焼き色;三角;チーズ;おいしい,食べ物と飲み物;料理,,
2805,🌭,1F32D,hot dog,ホットドッグ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,1,2805,independent,independent,1,hot dog,料理;食べ物;ホットドッグ,皿;焼き色;長い;パン,食事;昼食;夕食;外食;屋台;野球,ごはん;満腹;アメリカ,おいしい,食べる,,料理;食べ物;ホットドッグ;皿;焼き色;長い;パン;食事;昼食;夕食;外食;屋台;野球;ごはん;満腹;アメリカ;おいしい;食べる,料理;食べ物;ホットドッグ;ごはん;満腹;アメリカ,食事;昼食;夕食;外食;屋台;野球;食べる,皿;焼き色;長い;パン;おいしい,食べ物と飲み物;料理,,
2806,🥪,1F96A,sandwich,サンドイッチ,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,5,2806,independent,independent,1,sandwich,料理;食べ物;サンドイッチ,皿;焼き色;三角;パン,食事;昼食;夕食;外食;弁当,ごはん;満腹;手軽,おいしい,食べる,,料理;食べ物;サンドイッチ;皿;焼き色;三角;パン;食事;昼食;夕食;外食;弁当;ごはん;満腹;手軽;おいしい;食べる,料理;食べ物;サンドイッチ;ごはん;満腹;手軽,食事;昼食;夕食;外食;弁当;食べる,皿;焼き色;三角;パン;おいしい,食べ物と飲み物;料理,,
2807,🌮,1F32E,taco,タコス,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,1,2807,independent,independent,1,taco,料理;食べ物;タコス,皿;焼き色;半円;具,食事;昼食;夕食;外食;メキシコ料理,ごはん;満腹;メキシコ,おいしい;スパイシー,食べる,メキシコ,料理;食べ物;タコス;皿;焼き色;半円;具;食事;昼食;夕食;外食;メキシコ料理;ごはん;満腹;メキシコ;おいしい;スパイシー;食べる,料理;食べ物;タコス;ごはん;満腹;メキシコ,食事;昼食;夕食;外食;メキシコ料理;食べる;メキシコ,皿;焼き色;半円;具;おいしい;スパイシー,食べ物と飲み物;料理,,
2808,🌯,1F32F,burrito,ブリトー,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,1,2808,independent,independent,1,burrito,料理;食べ物;ブリトー,皿;焼き色;巻いた形,食事;昼食;夕食;外食;メキシコ料理,ごはん;満腹;メキシコ,おいしい;スパイシー,食べる,メキシコ,料理;食べ物;ブリトー;皿;焼き色;巻いた形;食事;昼食;夕食;外食;メキシコ料理;ごはん;満腹;メキシコ;おいしい;スパイシー;食べる,料理;食べ物;ブリトー;ごはん;満腹;メキシコ,食事;昼食;夕食;外食;メキシコ料理;食べる;メキシコ,皿;焼き色;巻いた形;おいしい;スパイシー,食べ物と飲み物;料理,,
2809,🫔,1FAD4,tamale,タマル,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,13,2809,independent,independent,1,tamale,料理;食べ物;タマル,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;タマル;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;タマル;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2810,🥙,1F959,stuffed flatbread,ケバブサンド,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2810,independent,independent,1,stuffed flatbread,料理;食べ物;ケバブサンド,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;ケバブサンド;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;ケバブサンド;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
2811,🧆,1F9C6,falafel,ファラフェル,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,12,2811,independent,independent,1,falafel,料理;食べ物;ファラフェル,皿;焼き色;丸い;揚げ物,食事;昼食;夕食;外食;中東料理,ごはん;満腹;中東,おいしい;香ばしい,食べる,,料理;食べ物;ファラフェル;皿;焼き色;丸い;揚げ物;食事;昼食;夕食;外食;中東料理;ごはん;満腹;中東;おいしい;香ばしい;食べる,料理;食べ物;ファラフェル;ごはん;満腹;中東,食事;昼食;夕食;外食;中東料理;食べる,皿;焼き色;丸い;揚げ物;おいしい;香ばしい,食べ物と飲み物;料理,,
2812,🥚,1F95A,egg,卵,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2812,independent,independent,1,egg,料理;食べ物;卵,皿;焼き色;白;黄身,食事;昼食;夕食;外食;朝食;料理,ごはん;満腹;始まり,おいしい;やさしい,食べる;割る,,料理;食べ物;卵;皿;焼き色;白;黄身;食事;昼食;夕食;外食;朝食;ごはん;満腹;始まり;おいしい;やさしい;食べる;割る,料理;食べ物;卵;ごはん;満腹;始まり,食事;昼食;夕食;外食;朝食;料理;食べる;割る,皿;焼き色;白;黄身;おいしい;やさしい,食べ物と飲み物;料理,,
2813,🍳,1F373,cooking,料理,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,0.6,2813,independent,independent,1,cooking,料理;食べ物;目玉焼き,皿;焼き色;フライパン;卵,食事;昼食;夕食;外食;朝食;自炊,ごはん;満腹;調理,おいしい,食べる;焼く,,料理;食べ物;目玉焼き;皿;焼き色;フライパン;卵;食事;昼食;夕食;外食;朝食;自炊;ごはん;満腹;調理;おいしい;食べる;焼く,料理;食べ物;目玉焼き;ごはん;満腹;調理,食事;昼食;夕食;外食;朝食;自炊;食べる;焼く,皿;焼き色;フライパン;卵;おいしい,食べ物と飲み物;料理,,
2814,🥘,1F958,shallow pan of food,パエリア,,3,Food & Drink,食べ物と飲み物,food-prepared,料理,3,2814,independent,independent,1,shallow pan of food,料理;食べ物;パエリア,皿;焼き色,食事;昼食;夕食;外食,ごはん;満腹;料理;食べ物と飲み物;食べ物;食事,おいしい,食べる,,料理;食べ物;パエリア;皿;焼き色;食事;昼食;夕食;外食;ごはん;満腹;食べ物と飲み物;おいしい;食べる,料理;食べ物;パエリア;ごはん;満腹;食べ物と飲み物;食事,食事;昼食;夕食;外食;食べる,皿;焼き色;おいしい,食べ物と飲み物;料理,,
