id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,tags_ja,scenes_ja,tone_ja,assoc_ja,en_flag,importance
3369,🗑️,1F5D1 FE0F,wastebasket,ごみ箱,Objects,物,office,オフィス,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3370,🔒,1F512,locked,閉じた錠,Objects,物,lock,鍵,0.6,鍵;ロック;南京錠;施錠;錠;閉じた錠,作業,日常;実用的;中立,鍵;ロック;南京錠;施錠;錠;閉じた錠;作業;日常;実用的;中立,,2
3371,🔓,1F513,unlocked,開いた錠,Objects,物,lock,鍵,0.6,鍵;ロック;南京錠;解錠;錠;開いた錠,作業,日常;実用的;中立,鍵;ロック;南京錠;解錠;錠;開いた錠;作業;日常;実用的;中立,,2
3372,🔏,1F50F,locked with pen,閉じた錠とペン,Objects,物,lock,鍵,0.6,鍵;プライバシー;ロック;南京錠;閉じた錠とペン,作業,日常;実用的;中立,鍵;プライバシー;ロック;南京錠;閉じた錠とペン;作業;日常;実用的;中立,,2
3373,🔐,1F510,locked with key,閉じた錠と鍵,Objects,物,lock,鍵,0.6,鍵;安全;キー;セキュリティ;ロック;南京錠;錠;閉じた錠と鍵,作業,日常;実用的;中立,鍵;安全;キー;セキュリティ;ロック;南京錠;錠;閉じた錠と鍵;作業;日常;実用的;中立,,2
3374,🔑,1F511,key,鍵,Objects,物,lock,鍵,0.6,鍵;キー;パスワード;開錠,作業,日常;実用的;中立,鍵;キー;パスワード;開錠;作業;日常;実用的;中立,,2
3375,🗝️,1F5DD FE0F,old key,古い鍵,Objects,物,lock,鍵,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3376,🔨,1F528,hammer,ハンマー,Objects,物,tool,道具,0.6,かなづち;とんかち;ハンマー;工具,作業,日常;実用的;中立,かなづち;とんかち;ハンマー;工具;作業;日常;実用的;中立,,2
3377,🪓,1FA93,axe,斧,Objects,物,tool,道具,12,おの;ハチェット;工具;斧;木;薪割り,作業,日常;実用的;中立,おの;ハチェット;工具;斧;木;薪割り;作業;日常;実用的;中立,,2
3378,⛏️,26CF FE0F,pick,つるはし,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3379,⚒️,2692 FE0F,hammer and pick,ハンマーとつるはし,Objects,物,tool,道具,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3380,🛠️,1F6E0 FE0F,hammer and wrench,ハンマーとレンチ,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3381,🗡️,1F5E1 FE0F,dagger,短剣,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3382,⚔️,2694 FE0F,crossed swords,交差した剣,Objects,物,tool,道具,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3383,💣,1F4A3,bomb,爆弾,Objects,物,tool,道具,0.6,危険;爆弾;爆発,作業,日常;実用的;中立,危険;爆弾;爆発;作業;日常;実用的;中立,,2
3384,🪃,1FA83,boomerang,ブーメラン,Objects,物,tool,道具,13,オーストラリア;ブーメラン;武器;玩具;跳ね返り;返って来る,作業,日常;実用的;中立,オーストラリア;ブーメラン;武器;玩具;跳ね返り;返って来る;作業;日常;実用的;中立,,2
3385,🏹,1F3F9,bow and arrow,弓矢,Objects,物,tool,道具,1,射手;射手座;弓;弓矢;星座;武器;矢,作業,日常;実用的;中立,射手;射手座;弓;弓矢;星座;武器;矢;作業;日常;実用的;中立,,2
3386,🛡️,1F6E1 FE0F,shield,盾,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3387,🪚,1FA9A,carpentry saw,のこぎり,Objects,物,tool,道具,13,ノコ;のこぎり;刃;切る;大工;工具;木工,作業,日常;実用的;中立,ノコ;のこぎり;刃;切る;大工;工具;木工;作業;日常;実用的;中立,,2
3388,🔧,1F527,wrench,レンチ,Objects,物,tool,道具,0.6,スパナ;レンチ;工具,作業,日常;実用的;中立,スパナ;レンチ;工具;作業;日常;実用的;中立,,2
3389,🪛,1FA9B,screwdriver,ねじ回し,Objects,物,tool,道具,13,スクリュードライバー;ドライバー;ねじ回し;マイナスドライバー;工具,作業,日常;実用的;中立,スクリュードライバー;ドライバー;ねじ回し;マイナスドライバー;工具;作業;日常;実用的;中立,,2
3390,🔩,1F529,nut and bolt,ボルトとナット,Objects,物,tool,道具,0.6,ナット;ボルト;ボルトとナット;工具,作業,日常;実用的;中立,ナット;ボルト;ボルトとナット;工具;作業;日常;実用的;中立,,2
3391,⚙️,2699 FE0F,gear,歯車,Objects,物,tool,道具,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3392,🗜️,1F5DC FE0F,clamp,クランプ,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3393,⚖️,2696 FE0F,balance scale,天秤,Objects,物,tool,道具,1,天秤座;星座,占い;作業;運勢;性格診断,日常;実用的;中立;神秘的;不思議,天秤座;星座;占い;作業;日常;運勢;性格診断;実用的;中立;神秘的;不思議,,2
3394,🦯,1F9AF,white cane,白杖,Objects,物,tool,道具,12,アクセシビリティ;つえ;白杖;視覚;障がい,作業,日常;実用的;中立,アクセシビリティ;つえ;白杖;視覚;障がい;作業;日常;実用的;中立,,2
3395,🔗,1F517,link,リンクシンボル,Objects,物,tool,道具,0.6,リンク;リンクシンボル;環,作業,日常;実用的;中立,リンク;リンクシンボル;環;作業;日常;実用的;中立,,2
3396,⛓️‍💥,26D3 FE0F 200D 1F4A5,broken chain,切れた鎖,Objects,物,tool,道具,15.1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3397,⛓️,26D3 FE0F,chains,鎖,Objects,物,tool,道具,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3398,🪝,1FA9D,hook,フック,Objects,物,tool,道具,13,フック;引っかけ;引っ掛け;掛け金;留め金;鉤,作業,日常;実用的;中立,フック;引っかけ;引っ掛け;掛け金;留め金;鉤;作業;日常;実用的;中立,,2
3399,🧰,1F9F0,toolbox,工具箱,Objects,物,tool,道具,11,ツールボックス;メカニック;工具箱;整備士;機械工;箱;赤い箱;牡牛座;星座,占い;作業;運勢;性格診断,日常;実用的;中立;神秘的;不思議,ツールボックス;メカニック;工具箱;整備士;機械工;箱;赤い箱;牡牛座;星座;占い;作業;日常;運勢;性格診断;実用的;中立;神秘的;不思議,,2
3400,🧲,1F9F2,magnet,U字型磁石,Objects,物,tool,道具,11,U字型磁石;マグネット;引き付ける;正負;磁石;蹄鉄,作業,日常;実用的;中立,U字型磁石;マグネット;引き付ける;正負;磁石;蹄鉄;作業;日常;実用的;中立,,2
3401,🪜,1FA9C,ladder,はしご,Objects,物,tool,道具,13,ステッパー;はしご;梯子;登る;高所作業,作業,日常;実用的;中立,ステッパー;はしご;梯子;登る;高所作業;作業;日常;実用的;中立,,2
3402,🪏,1FA8F,shovel,シャベル,Objects,物,tool,道具,16,シャベル;ショベル;スコップ;掘る;穴;鋤,作業,日常;実用的;中立,シャベル;ショベル;スコップ;掘る;穴;鋤;作業;日常;実用的;中立,,2
3403,⚗️,2697 FE0F,alembic,蒸留器,Objects,物,science,科学,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3404,🧪,1F9EA,test tube,試験管,Objects,物,science,科学,11,科学;ラボ;化学;化学者;実験;試験管,作業,日常;実用的;中立,科学;ラボ;化学;化学者;実験;試験管;作業;日常;実用的;中立,,2
3405,🧫,1F9EB,petri dish,ペトリ皿,Objects,物,science,科学,11,バクテリア;ペトリ皿;培養;実験;生物学;生物学者,作業,日常;実用的;中立,バクテリア;ペトリ皿;培養;実験;生物学;生物学者;作業;日常;実用的;中立,,2
3406,🧬,1F9EC,dna,DNA,Objects,物,science,科学,11,DNA;生命;生物学;生物学者;進化;遺伝子,作業,日常;実用的;中立,DNA;生命;生物学;生物学者;進化;遺伝子;作業;日常;実用的;中立,,2
3407,🔬,1F52C,microscope,顕微鏡,Objects,物,science,科学,1,科学;サイエンス;実験;研究;顕微鏡,作業,日常;実用的;中立,科学;サイエンス;実験;研究;顕微鏡;作業;日常;実用的;中立,,2
3408,🔭,1F52D,telescope,望遠鏡,Objects,物,science,科学,1,科学;サイエンス;天体観測;望遠鏡;観測,作業,日常;実用的;中立,科学;サイエンス;天体観測;望遠鏡;観測;作業;日常;実用的;中立,,2
3409,📡,1F4E1,satellite antenna,パラボラアンテナ,Objects,物,science,科学,0.6,科学;アンテナ;パラボラ;パラボラアンテナ;衛星アンテナ;電波,作業,日常;実用的;中立,科学;アンテナ;パラボラ;パラボラアンテナ;衛星アンテナ;電波;作業;日常;実用的;中立,,2
3410,💉,1F489,syringe,注射器,Objects,物,medical,医療,0.6,予防接種;医療器具;医者;注射;注射器;病気;薬;針,作業,日常;実用的;中立,予防接種;医療器具;医者;注射;注射器;病気;薬;針;作業;日常;実用的;中立,,2
3411,🩸,1FA78,drop of blood,血液,Objects,物,medical,医療,12,医療;けが;出血;医者;献血;生理;血液;体調,病院;作業,日常;実用的;中立,医療;けが;出血;医者;献血;生理;血液;体調;病院;作業;日常;実用的;中立,,2
3412,💊,1F48A,pill,薬,Objects,物,medical,医療,0.6,カプセル;ビタミン剤;医者;病気;薬,作業,日常;実用的;中立,カプセル;ビタミン剤;医者;病気;薬;作業;日常;実用的;中立,,2
3413,🩹,1FA79,adhesive bandage,絆創膏,Objects,物,medical,医療,12,けが;ばんそうこう;傷;手当て;絆創膏;薬,作業,日常;実用的;中立,けが;ばんそうこう;傷;手当て;絆創膏;薬;作業;日常;実用的;中立,,2
3414,🩼,1FA7C,crutch,松葉杖,Objects,物,medical,医療,14,ステッキ;怪我;杖;松葉杖;歩行補助;障がい,作業,日常;実用的;中立,ステッキ;怪我;杖;松葉杖;歩行補助;障がい;作業;日常;実用的;中立,,2
3415,🩺,1FA7A,stethoscope,聴診器,Objects,物,medical,医療,12,医療;医者;心臓;病気;聴診器;体調,病院;作業,日常;実用的;中立,医療;医者;心臓;病気;聴診器;体調;病院;作業;日常;実用的;中立,,2
3416,🩻,1FA7B,x-ray,X線,Objects,物,medical,医療,14,X線;レントゲン;医者;骨;骨格,作業,日常;実用的;中立,X線;レントゲン;医者;骨;骨格;作業;日常;実用的;中立,,2
3417,🚪,1F6AA,door,ドア,Objects,物,household,家庭用品,0.6,ドア;戸;扉;玄関,作業,日常;実用的;中立,ドア;戸;扉;玄関;作業;日常;実用的;中立,,2
3418,🛗,1F6D7,elevator,エレベーター,Objects,物,household,家庭用品,13,アクセシビリティ;エレベーター;バリアフリー;リフト;昇降機,作業,日常;実用的;中立,アクセシビリティ;エレベーター;バリアフリー;リフト;昇降機;作業;日常;実用的;中立,,2
3419,🪞,1FA9E,mirror,鏡,Objects,物,household,家庭用品,13,ミラー;メーク;反射;姿見;身だしなみ;鏡,作業,日常;実用的;中立,ミラー;メーク;反射;姿見;身だしなみ;鏡;作業;日常;実用的;中立,,2
3420,🪟,1FA9F,window,窓,Objects,物,household,家庭用品,13,ウィンドウ;フレーム;換気;眺め;窓;開ける,作業,日常;実用的;中立,ウィンドウ;フレーム;換気;眺め;窓;開ける;作業;日常;実用的;中立,,2
3421,🛏️,1F6CF FE0F,bed,ベッド,Objects,物,household,家庭用品,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3422,🛋️,1F6CB FE0F,couch and lamp,ソファとランプ,Objects,物,household,家庭用品,0.7,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3423,🪑,1FA91,chair,椅子,Objects,物,household,家庭用品,12,シート;チェア;家具;椅子;腰掛け,作業,日常;実用的;中立,シート;チェア;家具;椅子;腰掛け;作業;日常;実用的;中立,,2
3424,🚽,1F6BD,toilet,便器,Objects,物,household,家庭用品,0.6,お手洗い;トイレ;便器;便座,作業,日常;実用的;中立,お手洗い;トイレ;便器;便座;作業;日常;実用的;中立,,2
3425,🪠,1FAA0,plunger,ラバーカップ,Objects,物,household,家庭用品,13,すっぽん;トイレ;プランジャー;ラバーカップ;吸引カップ;通水カップ,作業,日常;実用的;中立,すっぽん;トイレ;プランジャー;ラバーカップ;吸引カップ;通水カップ;作業;日常;実用的;中立,,2
3426,🚿,1F6BF,shower,シャワー,Objects,物,household,家庭用品,1,シャワー;風呂,作業,日常;実用的;中立,シャワー;風呂;作業;日常;実用的;中立,,2
3427,🛁,1F6C1,bathtub,バスタブ,Objects,物,household,家庭用品,1,バスタブ;泡風呂;浴槽;風呂,作業,日常;実用的;中立,バスタブ;泡風呂;浴槽;風呂;作業;日常;実用的;中立,,2
3428,🪤,1FAA4,mouse trap,ねずみ捕り,Objects,物,household,家庭用品,13,おびき寄せる;チーズ;ねずみ捕り;ばね;マウストラップ;わな;仕掛け,作業,日常;実用的;中立,おびき寄せる;チーズ;ねずみ捕り;ばね;マウストラップ;わな;仕掛け;作業;日常;実用的;中立,,2
3429,🪒,1FA92,razor,剃刀,Objects,物,household,家庭用品,12,かみそり;ひげそり;レーザー;レザー;刃;刃物;剃刀;鋭い,作業,日常;実用的;中立,かみそり;ひげそり;レーザー;レザー;刃;刃物;剃刀;鋭い;作業;日常;実用的;中立,,2
3430,🧴,1F9F4,lotion bottle,ローション,Objects,物,household,家庭用品,11,シャンプー;ローション;ローションボトル;化粧水;日焼け止め,作業,日常;実用的;中立,シャンプー;ローション;ローションボトル;化粧水;日焼け止め;作業;日常;実用的;中立,,2
3431,🧷,1F9F7,safety pin,安全ピン,Objects,物,household,家庭用品,11,安全ピン;止めピン,作業,日常;実用的;中立,安全ピン;止めピン;作業;日常;実用的;中立,,2
3432,🧹,1F9F9,broom,ほうき,Objects,物,household,家庭用品,11,ほうき;掃く;掃除;魔女,作業,日常;実用的;中立,ほうき;掃く;掃除;魔女;作業;日常;実用的;中立,,2
3433,🧺,1F9FA,basket,かご,Objects,物,household,家庭用品,11,かご;ピクニック;収穫;洗濯,作業,日常;実用的;中立,かご;ピクニック;収穫;洗濯;作業;日常;実用的;中立,,2
3434,🧻,1F9FB,roll of paper,トイレットペーパー,Objects,物,household,家庭用品,11,キッチンペーパー;トイレットペーパー;ペーパータオル;ロールペーパー,作業,日常;実用的;中立,キッチンペーパー;トイレットペーパー;ペーパータオル;ロールペーパー;作業;日常;実用的;中立,,2
3435,🪣,1FAA3,bucket,バケツ,Objects,物,household,家庭用品,13,おけ;ばけつ;バケツ;ポリバケツ;容器,作業,日常;実用的;中立,おけ;ばけつ;バケツ;ポリバケツ;容器;作業;日常;実用的;中立,,2
3436,🧼,1F9FC,soap,石けん,Objects,物,household,家庭用品,11,ソープ;泡;清潔;石けん;風呂,作業,日常;実用的;中立,ソープ;泡;清潔;石けん;風呂;作業;日常;実用的;中立,,2
3437,🫧,1FAE7,bubbles,泡,Objects,物,household,家庭用品,14,あぶく;シャボン玉;バブル;水中;泡;石けん,作業,日常;実用的;中立,あぶく;シャボン玉;バブル;水中;泡;石けん;作業;日常;実用的;中立,,2
3438,🪥,1FAA5,toothbrush,歯ブラシ,Objects,物,household,家庭用品,13,お手入れ;ブラシ;歯ブラシ;歯磨き;洗面所;虫歯;衛生,作業,日常;実用的;中立,お手入れ;ブラシ;歯ブラシ;歯磨き;洗面所;虫歯;衛生;作業;日常;実用的;中立,,2
3439,🧽,1F9FD,sponge,スポンジ,Objects,物,household,家庭用品,11,スポンジ;吸収;掃除;海綿,作業,日常;実用的;中立,スポンジ;吸収;掃除;海綿;作業;日常;実用的;中立,,2
3440,🧯,1F9EF,fire extinguisher,消火器,Objects,物,household,家庭用品,11,火;熱い;消火;消火器;消火器具;消防;火事,作業,日常;実用的;中立,火;熱い;消火;消火器;消火器具;消防;火事;作業;日常;実用的;中立,,2
3441,🛒,1F6D2,shopping cart,ショッピングカート,Objects,物,household,家庭用品,3,カート;ショッピング;ショッピングカート;スーパー;買い物,作業,日常;実用的;中立,カート;ショッピング;ショッピングカート;スーパー;買い物;作業;日常;実用的;中立,,2
3442,🚬,1F6AC,cigarette,煙草,Objects,物,other-object,その他の物,0.6,たばこ;タバコ;喫煙;煙草,作業,日常;実用的;中立,たばこ;タバコ;喫煙;煙草;作業;日常;実用的;中立,,2
3443,⚰️,26B0 FE0F,coffin,棺,Objects,物,other-object,その他の物,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3444,🪦,1FAA6,headstone,墓石,Objects,物,other-object,その他の物,13,お墓;埋葬;墓地;墓場;墓石;石碑;追悼,作業,日常;実用的;中立,お墓;埋葬;墓地;墓場;墓石;石碑;追悼;作業;日常;実用的;中立,,2
3445,⚱️,26B1 FE0F,funeral urn,骨壺,Objects,物,other-object,その他の物,1,,作業,日常;実用的;中立,作業;日常;実用的;中立,,2
3446,🧿,1F9FF,nazar amulet,ナザール・ボンジュウ,Objects,物,other-object,その他の物,11,お守り;ナザール;ナザール・ボンジュウ;ビーズ;邪視;青;魔除け,作業,日常;実用的;中立,お守り;ナザール;ナザール・ボンジュウ;ビーズ;邪視;青;魔除け;作業;日常;実用的;中立,,2
3447,🪬,1FAAC,hamsa,ハムサ,Objects,物,other-object,その他の物,14,お守り;ハムサ;ファーティマ;ミリアム;手;目;護符,作業,日常;実用的;中立,お守り;ハムサ;ファーティマ;ミリアム;手;目;護符;作業;日常;実用的;中立,,2
3448,🗿,1F5FF,moai,モアイ,Objects,物,other-object,その他の物,0.6,モアイ;モヤイ;像;石像,作業,日常;実用的;中立,モアイ;モヤイ;像;石像;作業;日常;実用的;中立,,2
3449,🪧,1FAA7,placard,プラカード,Objects,物,other-object,その他の物,13,デモ;プラカード;主張;抗議;異議;看板,作業,日常;実用的;中立,デモ;プラカード;主張;抗議;異議;看板;作業;日常;実用的;中立,,2
3450,🪪,1FAAA,identification card,身分証,Objects,物,other-object,その他の物,14,ID;セキュリティ;免許証;身分証;身分証明書;運転免許証,作業,日常;実用的;中立,ID;セキュリティ;免許証;身分証;身分証明書;運転免許証;作業;日常;実用的;中立,,3
3451,🏧,1F3E7,ATM sign,ATM,Symbols,記号,transport-sign,交通標識,0.6,標識;ATM;現金自動預け払い機;銀行;案内;整理,移動,実用的;中立,標識;移動;ATM;現金自動預け払い機;銀行;案内;整理;実用的;中立,,1
3452,🚮,1F6AE,litter in bin sign,ゴミ箱,Symbols,記号,transport-sign,交通標識,1,標識;くずかご;ゴミ捨て;ごみ箱;ゴミ箱;案内;整理,移動,実用的;中立,標識;移動;くずかご;ゴミ捨て;ごみ箱;ゴミ箱;案内;整理;実用的;中立,,1
3453,🚰,1F6B0,potable water,飲料水,Symbols,記号,transport-sign,交通標識,1,標識;水;水道;飲み水;飲料水;案内;整理,移動,実用的;中立,標識;移動;水;水道;飲み水;飲料水;案内;整理;実用的;中立,,1
3454,♿,267F,wheelchair symbol,車椅子,Symbols,記号,transport-sign,交通標識,0.6,標識;バリアフリー;バリヤフリー;車椅子;案内;整理,移動,実用的;中立,標識;移動;バリアフリー;バリヤフリー;車椅子;案内;整理;実用的;中立,,1
3455,🚹,1F6B9,men’s room,男子トイレ,Symbols,記号,transport-sign,交通標識,0.6,標識;WC;お手洗い;トイレ;化粧室;男子トイレ;男性;案内;整理,移動,実用的;中立,標識;移動;WC;お手洗い;トイレ;化粧室;男子トイレ;男性;案内;整理;実用的;中立,,1
3456,🚺,1F6BA,women’s room,女子トイレ,Symbols,記号,transport-sign,交通標識,0.6,標識;WC;お手洗い;トイレ;化粧室;女子トイレ;女性;案内;整理,移動,実用的;中立,標識;移動;WC;お手洗い;トイレ;化粧室;女子トイレ;女性;案内;整理;実用的;中立,,1
3457,🚻,1F6BB,restroom,トイレ,Symbols,記号,transport-sign,交通標識,0.6,標識;WC;お手洗い;トイレ;化粧室;案内;整理,移動,実用的;中立,標識;移動;WC;お手洗い;トイレ;化粧室;案内;整理;実用的;中立,,1
3458,🚼,1F6BC,baby symbol,ベビーマーク,Symbols,記号,transport-sign,交通標識,0.6,標識;ベビー;ベビーシート;赤ちゃん;赤ん坊;案内;整理,移動,実用的;中立,標識;移動;ベビー;ベビーシート;赤ちゃん;赤ん坊;案内;整理;実用的;中立,,1
3459,🚾,1F6BE,water closet,WC,Symbols,記号,transport-sign,交通標識,0.6,標識;水;WC;お手洗い;トイレ;化粧室;案内;整理,移動,実用的;中立,標識;移動;水;WC;お手洗い;トイレ;化粧室;案内;整理;実用的;中立,,1
3460,🛂,1F6C2,passport control,出入国審査,Symbols,記号,transport-sign,交通標識,1,標識;パスポートコントロール;入出国;出入国;出入国審査;案内;整理,移動,実用的;中立,標識;移動;パスポートコントロール;入出国;出入国;出入国審査;案内;整理;実用的;中立,,1
3461,🛃,1F6C3,customs,税関,Symbols,記号,transport-sign,交通標識,1,標識;税関;通関;案内;整理,移動,実用的;中立,標識;移動;税関;通関;案内;整理;実用的;中立,,1
3462,🛄,1F6C4,baggage claim,手荷物受取,Symbols,記号,transport-sign,交通標識,1,標識;スーツケース;バゲッジクレーム;手荷物;手荷物受取;預け入れ荷物;案内;整理,移動,実用的;中立,標識;移動;スーツケース;バゲッジクレーム;手荷物;手荷物受取;預け入れ荷物;案内;整理;実用的;中立,,1
3463,🛅,1F6C5,left luggage,手荷物預かり,Symbols,記号,transport-sign,交通標識,1,標識;コインロッカー;スーツケース;ロッカー;手荷物;手荷物預かり;案内;整理,移動,実用的;中立,標識;移動;コインロッカー;スーツケース;ロッカー;手荷物;手荷物預かり;案内;整理;実用的;中立,,1
3464,⚠️,26A0 FE0F,warning,警告,Symbols,記号,warning,警告,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3465,🚸,1F6B8,children crossing,児童横断,Symbols,記号,warning,警告,1,児童横断;子供;学校、幼稚園、保育所等あり;標識;通学路;案内;整理,,実用的;中立,児童横断;子供;学校、幼稚園、保育所等あり;標識;通学路;案内;整理;実用的;中立,,1
3466,⛔,26D4,no entry,車両進入禁止,Symbols,記号,warning,警告,0.6,標識;禁止;規制;車両進入禁止;進入禁止;道路;案内;整理,,実用的;中立,標識;禁止;規制;車両進入禁止;進入禁止;道路;案内;整理;実用的;中立,,1
3467,🚫,1F6AB,prohibited,車両通行止め,Symbols,記号,warning,警告,0.6,標識;禁止;規制;車両通行止め;通行止め;道路;案内;整理,,実用的;中立,標識;禁止;規制;車両通行止め;通行止め;道路;案内;整理;実用的;中立,,1
3468,🚳,1F6B3,no bicycles,自転車禁止,Symbols,記号,warning,警告,1,標識;禁止;自転車;自転車禁止;規制;道路;案内;整理,,実用的;中立,標識;禁止;自転車;自転車禁止;規制;道路;案内;整理;実用的;中立,,1
3469,🚭,1F6AD,no smoking,禁煙,Symbols,記号,warning,警告,0.6,タバコ;煙草;禁止;禁煙;案内;整理,,実用的;中立,タバコ;煙草;禁止;禁煙;案内;整理;実用的;中立,,1
3470,🚯,1F6AF,no littering,ポイ捨て禁止,Symbols,記号,warning,警告,1,ごみ;ゴミ;ゴミ捨て禁止;ポイ捨て禁止;禁止;案内;整理,,実用的;中立,ごみ;ゴミ;ゴミ捨て禁止;ポイ捨て禁止;禁止;案内;整理;実用的;中立,,1
3471,🚱,1F6B1,non-potable water,飲用不可,Symbols,記号,warning,警告,1,水;禁止;飲めない水;飲用不可;飲用禁止;案内;整理,,実用的;中立,水;禁止;飲めない水;飲用不可;飲用禁止;案内;整理;実用的;中立,,1
3472,🚷,1F6B7,no pedestrians,歩行者立入禁止,Symbols,記号,warning,警告,1,標識;歩行者立入禁止;禁止;規制;道路;案内;整理,,実用的;中立,標識;歩行者立入禁止;禁止;規制;道路;案内;整理;実用的;中立,,1
3473,📵,1F4F5,no mobile phones,携帯電話禁止,Symbols,記号,warning,警告,1,スマートフォン禁止;スマホ禁止;携帯禁止;携帯電話禁止;案内;整理,,実用的;中立,スマートフォン禁止;スマホ禁止;携帯禁止;携帯電話禁止;案内;整理;実用的;中立,,1
3474,🔞,1F51E,no one under eighteen,18歳未満禁止,Symbols,記号,warning,警告,0.6,18歳未満禁止;18禁;年齢制限;未成年;禁止;案内;整理,,実用的;中立,18歳未満禁止;18禁;年齢制限;未成年;禁止;案内;整理;実用的;中立,,1
3475,☢️,2622 FE0F,radioactive,放射能,Symbols,記号,warning,警告,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3476,☣️,2623 FE0F,biohazard,バイオハザード,Symbols,記号,warning,警告,1,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3477,⬆️,2B06 FE0F,up arrow,上矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3478,↗️,2197 FE0F,up-right arrow,右上矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3479,➡️,27A1 FE0F,right arrow,右矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3480,↘️,2198 FE0F,down-right arrow,右下矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3481,⬇️,2B07 FE0F,down arrow,下矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3482,↙️,2199 FE0F,down-left arrow,左下矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3483,⬅️,2B05 FE0F,left arrow,左矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3484,↖️,2196 FE0F,up-left arrow,左上矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3485,↕️,2195 FE0F,up-down arrow,上下矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3486,↔️,2194 FE0F,left-right arrow,左右矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3487,↩️,21A9 FE0F,right arrow curving left,左へ曲がる右矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3488,↪️,21AA FE0F,left arrow curving right,右へ曲がる左矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3489,⤴️,2934 FE0F,right arrow curving up,上へ曲がる右矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3490,⤵️,2935 FE0F,right arrow curving down,下へ曲がる右矢印,Symbols,記号,arrow,矢印,0.6,案内;整理,,実用的;中立,案内;整理;実用的;中立,,1
3491,🔃,1F503,clockwise vertical arrows,右回り縦矢印,Symbols,記号,arrow,矢印,0.6,矢印;リロード;再読み込み;右回り;右回り縦矢印;時計回り;案内;整理,,実用的;中立,矢印;リロード;再読み込み;右回り;右回り縦矢印;時計回り;案内;整理;実用的;中立,,1
3492,🔄,1F504,counterclockwise arrows button,左回り矢印,Symbols,記号,arrow,矢印,1,矢印;リピート;反時計回り;左回り矢印;更新;繰り返し;逆回り;案内;整理,,実用的;中立,矢印;リピート;反時計回り;左回り矢印;更新;繰り返し;逆回り;案内;整理;実用的;中立,,1
3493,🔙,1F519,BACK arrow,戻る矢印,Symbols,記号,arrow,矢印,0.6,矢印;BACK;BACK矢印;バック;戻る;案内;整理,,実用的;中立,矢印;BACK;BACK矢印;バック;戻る;案内;整理;実用的;中立,,1
3494,🔚,1F51A,END arrow,終了矢印,Symbols,記号,arrow,矢印,0.6,矢印;END;END矢印;エンド;終わり;案内;整理,,実用的;中立,矢印;END;END矢印;エンド;終わり;案内;整理;実用的;中立,,1
