id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,importance,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key
2961,🚍,1F68D,oncoming bus,バス正面,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;バス正面;バス,車輪;道;大きい,移動;通勤;旅行;通学,速さ;便利;公共交通,実用的,走る;乗る,,乗り物;交通;バス正面;バス;車輪;道;大きい;移動;通勤;旅行;通学;速さ;便利;公共交通;実用的;走る;乗る,2961,independent,independent,1,oncoming bus
2962,🚎,1F68E,trolleybus,トロリーバス,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;トロリーバス,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;トロリーバス;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2962,independent,independent,1,trolleybus
2963,🚐,1F690,minibus,マイクロバス,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;マイクロバス,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;マイクロバス;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2963,independent,independent,1,minibus
2964,🚑,1F691,ambulance,救急車,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;救急車,車輪;道;赤色灯;白,移動;通勤;旅行;救急;病院,速さ;便利;命;緊急,実用的;不安,走る;乗る;運ぶ,,乗り物;交通;救急車;車輪;道;赤色灯;白;移動;通勤;旅行;救急;病院;速さ;便利;命;緊急;実用的;不安;走る;乗る;運ぶ,2964,independent,independent,1,ambulance
2965,🚒,1F692,fire engine,消防車,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;消防車;火;炎,車輪;道;赤;サイレン;熱い,移動;通勤;旅行;消防;火事;料理;焚き火,速さ;便利;救助;緊急;情熱;危険,実用的;頼もしい;熱い,走る;乗る;消火する;燃える,,乗り物;交通;消防車;火;炎;車輪;道;赤;サイレン;熱い;移動;通勤;旅行;消防;火事;料理;焚き火;速さ;便利;救助;緊急;情熱;危険;実用的;頼もしい;走る;乗る;消火する;燃える,2965,independent,independent,1,fire engine
2966,🚓,1F693,police car,パトカー,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;パトカー;警察,車輪;道;赤色灯,移動;通勤;旅行;防犯;緊急,速さ;便利;安全,実用的;緊張,走る;乗る;守る,,乗り物;交通;パトカー;警察;車輪;道;赤色灯;移動;通勤;旅行;防犯;緊急;速さ;便利;安全;実用的;緊張;走る;乗る;守る,2966,independent,independent,1,police car
2967,🚔,1F694,oncoming police car,パトカー正面,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;パトカー正面;パトカー;警察,車輪;道;赤色灯,移動;通勤;旅行;防犯;緊急,速さ;便利;安全,実用的;緊張,走る;乗る;守る,,乗り物;交通;パトカー正面;パトカー;警察;車輪;道;赤色灯;移動;通勤;旅行;防犯;緊急;速さ;便利;安全;実用的;緊張;走る;乗る;守る,2967,independent,independent,1,oncoming police car
2968,🚕,1F695,taxi,タクシー,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;タクシー,車輪;道;車;黄色,移動;通勤;旅行;街,速さ;便利,実用的,走る;乗る,,乗り物;交通;タクシー;車輪;道;車;黄色;移動;通勤;旅行;街;速さ;便利;実用的;走る;乗る,2968,independent,independent,1,taxi
2969,🚖,1F696,oncoming taxi,タクシー正面,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;タクシー正面;タクシー,車輪;道;車;黄色,移動;通勤;旅行;街,速さ;便利,実用的,走る;乗る,,乗り物;交通;タクシー正面;タクシー;車輪;道;車;黄色;移動;通勤;旅行;街;速さ;便利;実用的;走る;乗る,2969,independent,independent,1,oncoming taxi
2970,🚗,1F697,automobile,車,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;車;自動車,車輪;道;正面,移動;通勤;旅行;ドライブ,速さ;便利;移動,実用的;便利,走る;乗る,,乗り物;交通;車;自動車;車輪;道;正面;移動;通勤;旅行;ドライブ;速さ;便利;実用的;走る;乗る;連休;渋滞,2970,independent,independent,1,automobile
2971,🚘,1F698,oncoming automobile,自動車正面,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;自動車正面;車;自動車,車輪;道;正面,移動;通勤;旅行;ドライブ,速さ;便利;移動,実用的;便利,走る;乗る,,乗り物;交通;自動車正面;車;自動車;車輪;道;正面;移動;通勤;旅行;ドライブ;速さ;便利;実用的;走る;乗る;渋滞,2971,independent,independent,1,oncoming automobile
2972,🚙,1F699,sport utility vehicle,アールブイ車,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;アールブイ車,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;アールブイ車;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2972,independent,independent,1,sport utility vehicle
2973,🛻,1F6FB,pickup truck,軽トラック,Travel & Places,旅行と場所,transport-ground,陸の乗り物,13,2,乗り物;交通;軽トラック;トラック,車輪;道;荷台,移動;通勤;旅行;配送;引っ越し,速さ;便利;物流,実用的,走る;乗る;運ぶ,,乗り物;交通;軽トラック;トラック;車輪;道;荷台;移動;通勤;旅行;配送;引っ越し;速さ;便利;物流;実用的;走る;乗る;運ぶ,2973,independent,independent,1,pickup truck
2974,🚚,1F69A,delivery truck,トラック,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;トラック,車輪;道;荷台,移動;通勤;旅行;配送;引っ越し,速さ;便利;物流,実用的,走る;乗る;運ぶ,,乗り物;交通;トラック;車輪;道;荷台;移動;通勤;旅行;配送;引っ越し;速さ;便利;物流;実用的;走る;乗る;運ぶ;引越し,2974,independent,independent,1,delivery truck
2975,🚛,1F69B,articulated lorry,トレーラー,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;トレーラー,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;トレーラー;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2975,independent,independent,1,articulated lorry
2976,🚜,1F69C,tractor,トラクター,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;トラクター,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;トラクター;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2976,independent,independent,1,tractor
2977,🏎️,1F3CE FE0F,racing car,レーシングカー,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;レーシングカー,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;レーシングカー;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2977,independent,independent,1,racing car
2978,🏍️,1F3CD FE0F,motorcycle,バイク,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;バイク,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;バイク;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2978,independent,independent,1,motorcycle
2979,🛵,1F6F5,motor scooter,スクーター,Travel & Places,旅行と場所,transport-ground,陸の乗り物,3,2,乗り物;交通;スクーター,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;スクーター;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2979,independent,independent,1,motor scooter
2980,🦽,1F9BD,manual wheelchair,手動式車椅子,Travel & Places,旅行と場所,transport-ground,陸の乗り物,12,2,乗り物;交通;手動式車椅子,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;手動式車椅子;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2980,independent,independent,1,manual wheelchair
2981,🦼,1F9BC,motorized wheelchair,電動車椅子,Travel & Places,旅行と場所,transport-ground,陸の乗り物,12,2,乗り物;交通;電動車椅子,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;電動車椅子;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2981,independent,independent,1,motorized wheelchair
2982,🛺,1F6FA,auto rickshaw,三輪タクシー,Travel & Places,旅行と場所,transport-ground,陸の乗り物,12,2,乗り物;交通;三輪タクシー,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;三輪タクシー;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2982,independent,independent,1,auto rickshaw
2983,🚲,1F6B2,bicycle,自転車,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;自転車,車輪;道;二輪;ペダル,移動;通勤;旅行;通学;散歩,速さ;便利;エコ;運動,実用的;爽やか,走る;乗る;こぐ,,乗り物;交通;自転車;車輪;道;二輪;ペダル;移動;通勤;旅行;通学;散歩;速さ;便利;エコ;運動;実用的;爽やか;走る;乗る;こぐ;サイクリング,2983,independent,independent,1,bicycle
2984,🛴,1F6F4,kick scooter,キックボード,Travel & Places,旅行と場所,transport-ground,陸の乗り物,3,2,乗り物;交通;キックボード,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;キックボード;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2984,independent,independent,1,kick scooter
2985,🛹,1F6F9,skateboard,スケートボード,Travel & Places,旅行と場所,transport-ground,陸の乗り物,11,2,乗り物;交通;スケートボード,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;スケートボード;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2985,independent,independent,1,skateboard
2986,🛼,1F6FC,roller skate,ローラースケート,Travel & Places,旅行と場所,transport-ground,陸の乗り物,13,2,乗り物;交通;ローラースケート,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;ローラースケート;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2986,independent,independent,1,roller skate
2987,🚏,1F68F,bus stop,バス停,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;バス停;バス,車輪;道;大きい,移動;通勤;旅行;通学,速さ;便利;公共交通,実用的,走る;乗る,,乗り物;交通;バス停;バス;車輪;道;大きい;移動;通勤;旅行;通学;速さ;便利;公共交通;実用的;走る;乗る,2987,independent,independent,1,bus stop
2988,🛣️,1F6E3 FE0F,motorway,高速道路,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;高速道路,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;高速道路;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る;サイクリング;ドライブ,2988,independent,independent,1,motorway
2989,🛤️,1F6E4 FE0F,railway track,線路,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;線路,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;線路;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2989,independent,independent,1,railway track
2990,🛢️,1F6E2 FE0F,oil drum,ドラム缶,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.7,2,乗り物;交通;ドラム缶,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;ドラム缶;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2990,independent,independent,1,oil drum
2991,⛽,26FD,fuel pump,ガソリンスタンド,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;ガソリンスタンド,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;ガソリンスタンド;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る;ドライブ,2991,independent,independent,1,fuel pump
2992,🛞,1F6DE,wheel,ホイール,Travel & Places,旅行と場所,transport-ground,陸の乗り物,14,2,乗り物;交通;ホイール,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;ホイール;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2992,independent,independent,1,wheel
2993,🚨,1F6A8,police car light,パトランプ,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;パトランプ;パトカー;警察,車輪;道;赤色灯,移動;通勤;旅行;防犯;緊急,速さ;便利;安全,実用的;緊張,走る;乗る;守る,,乗り物;交通;パトランプ;パトカー;警察;車輪;道;赤色灯;移動;通勤;旅行;防犯;緊急;速さ;便利;安全;実用的;緊張;走る;乗る;守る;防災;避難,2993,independent,independent,1,police car light
2994,🚥,1F6A5,horizontal traffic light,信号横,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;信号横;信号,車輪;道;赤;青;黄色,移動;通勤;旅行;道路;運転,速さ;便利;交通安全,実用的,走る;乗る;止まる,,乗り物;交通;信号横;信号;車輪;道;赤;青;黄色;移動;通勤;旅行;道路;運転;速さ;便利;交通安全;実用的;走る;乗る;止まる,2994,independent,independent,1,horizontal traffic light
2995,🚦,1F6A6,vertical traffic light,信号縦,Travel & Places,旅行と場所,transport-ground,陸の乗り物,1,2,乗り物;交通;信号縦;信号,車輪;道;赤;青;黄色,移動;通勤;旅行;道路;運転,速さ;便利;交通安全,実用的,走る;乗る;止まる,,乗り物;交通;信号縦;信号;車輪;道;赤;青;黄色;移動;通勤;旅行;道路;運転;速さ;便利;交通安全;実用的;走る;乗る;止まる;渋滞,2995,independent,independent,1,vertical traffic light
2996,🛑,1F6D1,stop sign,止まれの標識,Travel & Places,旅行と場所,transport-ground,陸の乗り物,3,2,乗り物;交通;止まれの標識,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;止まれの標識;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2996,independent,independent,1,stop sign
2997,🚧,1F6A7,construction,工事中,Travel & Places,旅行と場所,transport-ground,陸の乗り物,0.6,2,乗り物;交通;工事中,車輪;道,移動;通勤;旅行,速さ;便利,実用的,走る;乗る,,乗り物;交通;工事中;車輪;道;移動;通勤;旅行;速さ;便利;実用的;走る;乗る,2997,independent,independent,1,construction
2998,⚓,2693,anchor,錨,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.6,2,船;水上の乗り物;錨,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;錨;水;海;旅行;港;航海;移動;爽やか;進む;乗る;重い,2998,independent,independent,1,anchor
2999,🛟,1F6DF,ring buoy,救命浮環,Travel & Places,旅行と場所,transport-water,水上の乗り物,14,2,船;水上の乗り物;救命浮環,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;救命浮環;水;海;旅行;港;航海;移動;爽やか;進む;乗る,2999,independent,independent,1,ring buoy
3000,⛵,26F5,sailboat,ヨット,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.6,2,船;水上の乗り物;ヨット,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;ヨット;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3000,independent,independent,1,sailboat
3001,🛶,1F6F6,canoe,カヌー,Travel & Places,旅行と場所,transport-water,水上の乗り物,3,2,船;水上の乗り物;カヌー,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;カヌー;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3001,independent,independent,1,canoe
3002,🚤,1F6A4,speedboat,スピードボート,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.6,2,船;水上の乗り物;スピードボート,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;スピードボート;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3002,independent,independent,1,speedboat
3003,🛳️,1F6F3 FE0F,passenger ship,客船,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.7,2,船;水上の乗り物;客船,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;客船;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3003,independent,independent,1,passenger ship
3004,⛴️,26F4 FE0F,ferry,フェリー,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.7,2,船;水上の乗り物;フェリー,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;フェリー;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3004,independent,independent,1,ferry
3005,🛥️,1F6E5 FE0F,motor boat,モーターボート,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.7,2,船;水上の乗り物;モーターボート,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;モーターボート;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3005,independent,independent,1,motor boat
3006,🚢,1F6A2,ship,船,Travel & Places,旅行と場所,transport-water,水上の乗り物,0.6,2,船;水上の乗り物,水;海,旅行;港;海,航海;移動,爽やか,進む;乗る,,船;水上の乗り物;水;海;旅行;港;航海;移動;爽やか;進む;乗る,3006,independent,independent,1,ship
3007,✈️,2708 FE0F,airplane,飛行機,Travel & Places,旅行と場所,transport-air,空の乗り物,0.6,3,空の乗り物;乗り物;飛行機,空;翼;白,旅行;空港;移動;海外旅行,飛行;冒険;旅;遠く,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;飛行機;空;翼;白;旅行;空港;移動;海外旅行;飛行;冒険;旅;遠く;わくわく;飛ぶ;乗る;修学旅行;ゴールデンウィーク;旅行計画;出張,3007,independent,independent,1,airplane
3008,🛩️,1F6E9 FE0F,small airplane,小型飛行機,Travel & Places,旅行と場所,transport-air,空の乗り物,0.7,3,空の乗り物;乗り物;小型飛行機;飛行機,空;翼;白,旅行;空港;移動;海外旅行,飛行;冒険;旅;遠く,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;小型飛行機;飛行機;空;翼;白;旅行;空港;移動;海外旅行;飛行;冒険;旅;遠く;わくわく;飛ぶ;乗る,3008,independent,independent,1,small airplane
3009,🛫,1F6EB,airplane departure,飛行機離陸,Travel & Places,旅行と場所,transport-air,空の乗り物,1,3,空の乗り物;乗り物;飛行機離陸;飛行機;離陸,空;翼;白;上向き,旅行;空港;移動;海外旅行;出発,飛行;冒険;旅;遠く;旅立ち,わくわく,飛ぶ;乗る;出発する,,空の乗り物;乗り物;飛行機離陸;飛行機;離陸;空;翼;白;上向き;旅行;空港;移動;海外旅行;出発;飛行;冒険;旅;遠く;旅立ち;わくわく;飛ぶ;乗る;出発する,3009,independent,independent,1,airplane departure
3010,🛬,1F6EC,airplane arrival,飛行機着陸,Travel & Places,旅行と場所,transport-air,空の乗り物,1,3,空の乗り物;乗り物;飛行機着陸;飛行機;着陸,空;翼;白;下向き,旅行;空港;移動;海外旅行;到着,飛行;冒険;旅;遠く;帰着,わくわく;安心,飛ぶ;乗る;到着する,,空の乗り物;乗り物;飛行機着陸;飛行機;着陸;空;翼;白;下向き;旅行;空港;移動;海外旅行;到着;飛行;冒険;旅;遠く;帰着;わくわく;安心;飛ぶ;乗る;到着する,3010,independent,independent,1,airplane arrival
3011,🪂,1FA82,parachute,パラシュート,Travel & Places,旅行と場所,transport-air,空の乗り物,12,2,空の乗り物;乗り物;パラシュート,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;パラシュート;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る,3011,independent,independent,1,parachute
3012,💺,1F4BA,seat,座席,Travel & Places,旅行と場所,transport-air,空の乗り物,0.6,2,空の乗り物;乗り物;座席,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;座席;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る;席替え,3012,independent,independent,1,seat
3013,🚁,1F681,helicopter,ヘリコプター,Travel & Places,旅行と場所,transport-air,空の乗り物,1,2,空の乗り物;乗り物;ヘリコプター,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;ヘリコプター;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る,3013,independent,independent,1,helicopter
3014,🚟,1F69F,suspension railway,懸垂式モノレール,Travel & Places,旅行と場所,transport-air,空の乗り物,1,2,空の乗り物;乗り物;懸垂式モノレール,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;懸垂式モノレール;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る,3014,independent,independent,1,suspension railway
3015,🚠,1F6A0,mountain cableway,ケーブルカー,Travel & Places,旅行と場所,transport-air,空の乗り物,1,2,空の乗り物;乗り物;ケーブルカー;山,空;翼;高い;岩,旅行;空港;移動;登山,飛行;冒険;自然;挑戦,わくわく;雄大,飛ぶ;乗る;登る,,空の乗り物;乗り物;ケーブルカー;山;空;翼;高い;岩;旅行;空港;移動;登山;飛行;冒険;自然;挑戦;わくわく;雄大;飛ぶ;乗る;登る,3015,independent,independent,1,mountain cableway
3016,🚡,1F6A1,aerial tramway,ロープウェイ,Travel & Places,旅行と場所,transport-air,空の乗り物,1,2,空の乗り物;乗り物;ロープウェイ,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;ロープウェイ;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る,3016,independent,independent,1,aerial tramway
3017,🛰️,1F6F0 FE0F,satellite,人工衛星,Travel & Places,旅行と場所,transport-air,空の乗り物,0.7,2,空の乗り物;乗り物;人工衛星,空;翼,旅行;空港;移動,飛行;冒険,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;人工衛星;空;翼;旅行;空港;移動;飛行;冒険;わくわく;飛ぶ;乗る,3017,independent,independent,1,satellite
3018,🚀,1F680,rocket,ロケット,Travel & Places,旅行と場所,transport-air,空の乗り物,0.6,2,空の乗り物;乗り物;ロケット,空;翼;炎;宇宙,旅行;空港;移動;宇宙;打ち上げ,飛行;冒険;挑戦;未来,わくわく,飛ぶ;乗る,,空の乗り物;乗り物;ロケット;空;翼;炎;宇宙;旅行;空港;移動;打ち上げ;飛行;冒険;挑戦;未来;わくわく;飛ぶ;乗る;頑張れ;やる気;進路;努力;新しい;すごい;変化;成功;可能性;開始;速い,3018,independent,independent,1,rocket
3019,🛸,1F6F8,flying saucer,空飛ぶ円盤,Travel & Places,旅行と場所,transport-air,空の乗り物,5,2,空の乗り物;乗り物;空飛ぶ円盤;UFO,空;翼;円盤;宇宙,旅行;空港;移動;SF;宇宙,飛行;冒険;未知;宇宙人,わくわく;不思議,飛ぶ;乗る,,空の乗り物;乗り物;空飛ぶ円盤;UFO;空;翼;円盤;宇宙;旅行;空港;移動;SF;飛行;冒険;未知;宇宙人;わくわく;不思議;飛ぶ;乗る,3019,independent,independent,1,flying saucer
3020,🛎️,1F6CE FE0F,bellhop bell,ベル,Travel & Places,旅行と場所,hotel,ホテル,0.7,2,ホテル;旅行用品;ベル,荷物;ベル,宿泊;旅行;受付,旅支度,実用的,泊まる,,ホテル;旅行用品;ベル;荷物;宿泊;旅行;受付;旅支度;実用的;泊まる,3020,independent,independent,1,bellhop bell
3021,🧳,1F9F3,luggage,スーツケース,Travel & Places,旅行と場所,hotel,ホテル,11,2,ホテル;旅行用品;スーツケース,荷物;ベル,宿泊;旅行;受付,旅支度,実用的,泊まる,,ホテル;旅行用品;スーツケース;荷物;ベル;宿泊;旅行;受付;旅支度;実用的;泊まる;連休;ゴールデンウィーク;旅行計画;出張,3021,independent,independent,1,luggage
3022,⌛,231B,hourglass done,砂時計,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;砂時計,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;砂時計;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3022,independent,independent,1,hourglass done
3023,⏳,23F3,hourglass not done,砂が落ちている砂時計,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;砂が落ちている砂時計,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;砂が落ちている砂時計;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ;焦り,3023,independent,independent,1,hourglass not done
3024,⌚,231A,watch,腕時計,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;腕時計,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;腕時計;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3024,independent,independent,1,watch
3025,⏰,23F0,alarm clock,目覚まし時計,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;目覚まし時計,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;目覚まし時計;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ;テスト;受験;課題;試験;焦り;遅刻;早退;提出;面接;予約,3025,independent,independent,1,alarm clock
3026,⏱️,23F1 FE0F,stopwatch,ストップウォッチ,Travel & Places,旅行と場所,time,時間,1,2,時間;時計;ストップウォッチ,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;ストップウォッチ;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3026,independent,independent,1,stopwatch
3027,⏲️,23F2 FE0F,timer clock,タイマー,Travel & Places,旅行と場所,time,時間,1,2,時間;時計;タイマー,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;タイマー;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ,3027,independent,independent,1,timer clock
3028,🕰️,1F570 FE0F,mantelpiece clock,置き時計,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;置き時計,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;置き時計;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ;古い;遅い;懐かしい,3028,independent,independent,1,mantelpiece clock
3029,🕛,1F55B,twelve o’clock,12時,Travel & Places,旅行と場所,time,時間,0.6,2,時間;時計;12時;12,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限,急ぎ,計る;待つ,,時間;時計;12時;12;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;急ぎ;計る;待つ;深夜,3029,independent,independent,1,twelve o’clock
3030,🕧,1F567,twelve-thirty,12時半,Travel & Places,旅行と場所,time,時間,0.7,2,時間;時計;12時半;12;半,針;丸い;文字盤,予定;待ち合わせ;仕事,時刻;期限;30分,急ぎ,計る;待つ,,時間;時計;12時半;12;半;針;丸い;文字盤;予定;待ち合わせ;仕事;時刻;期限;30分;急ぎ;計る;待つ,3030,independent,independent,1,twelve-thirty
